0,1
0.1,-0.857143
0.2,-1.45578
0.3,-3.16635
0.4,-12.0148
0.5,-148.36
0.6,-20759.7
0.7,-3.85606e+08
0.8,-1.2745e+17
0.9,-1.34186e+34
1,-1.44048e+68
1.1,-1.61387e+136
1.2,-1.97589e+272
1.3,-inf
1.4,-inf
1.5,-inf
1.6,-inf
1.7,-inf
1.8,-inf
1.9,-inf
2,-inf
2.1,-inf
2.2,-inf
2.3,-inf
2.4,-inf
2.5,-inf
2.6,-inf
2.7,-inf
2.8,-inf
2.9,-inf
3,-inf
3.1,-inf
3.2,-inf
3.3,-inf
3.4,-inf
3.5,-inf
3.6,-inf
3.7,-inf
3.8,-inf
3.9,-inf
4,-inf
4.1,-inf
4.2,-inf
4.3,-inf
4.4,-inf
4.5,-inf
4.6,-inf
4.7,-inf
4.8,-inf
4.9,-inf
5,-inf
5.1,-inf
5.2,-inf
5.3,-inf
5.4,-inf
5.5,-inf
5.6,-inf
5.7,-inf
5.8,-inf
5.9,-inf
6,-inf
6.1,-inf
6.2,-inf
6.3,-inf
6.4,-inf
6.5,-inf
6.6,-inf
6.7,-inf
6.8,-inf
6.9,-inf
7,-inf
7.1,-inf
7.2,-inf
7.3,-inf
7.4,-inf
7.5,-inf
7.6,-inf
7.7,-inf
7.8,-inf
7.9,-inf
8,-inf
8.1,-inf
8.2,-inf
8.3,-inf
8.4,-inf
8.5,-inf
8.6,-inf
8.7,-inf
8.8,-inf
8.9,-inf
9,-inf
9.1,-inf
9.2,-inf
9.3,-inf
9.4,-inf
9.5,-inf
9.6,-inf
9.7,-inf
9.8,-inf
9.9,-inf
10,-inf
